time,android.sensor.accelerometer.mean,android.sensor.gyroscope.mean,sound.mean,target,android.sensor.game_rotation_vector.mean,android.sensor.gyroscope_uncalibrated.mean,android.sensor.linear_acceleration.mean,android.sensor.orientation.mean,android.sensor.rotation_vector.mean,speed.mean
0.101620029,0.228289813,0.029465641,0.99395829,Bus,0.769566514,0.023040595,0.008029147,0.702047739,0.714243842,0
0.204712813,0.2404219,0.018350586,0.89690449,Bus,0.723931368,0.13974405,0.014059324,0.895332627,0.712679587,0.125668383
0.075110457,0.199063369,0.020313312,0.960920163,Bus,0.679421326,0.013782351,0.026379447,0.865388241,0.697456104,0.155763058
0.266568483,0.282994482,0.384957746,0.808470843,Car,0.750122605,0.01243037,0.00055522,0.469821092,0.972815341,4.47E-05
0.117820324,0.266660783,0.014467003,0.994058257,Train,0.996845161,0.01263228,0.026249712,0.797585047,0.993149494,0
0.402061856,0.27871726,0.001433449,0.938395883,Train,0.990576979,0.009265176,0.001154809,0.564363988,0.991366997,0
0.148748159,0.246021223,0.000340535,0,Still,0.15252897,0.004136908,0.001738044,0.550067272,0.934773229,0
0.016200295,0.271275004,0,0.787667841,Walking,0,0,0,0,0,0.043537099
0.038291605,0.247065227,0,0.462835659,Still,0,0,0,0,0,0
0.025036819,0.235510791,0,0.730136354,Train,0,0,0,0,0,0.915107965
0.217967599,0.244785989,0.005263237,0.922812968,Car,0.481243482,0.014467967,0.022922433,0.360496732,0.942798146,0.279228334
0.374079529,0.278406266,0.00132145,0.993654632,Train,0.990620424,0.009029548,0.001238262,0.564551263,0.991346553,0
0.022091311,0.241009688,0.005364553,0.865285643,Car,0.872914623,0.007416613,0.010552697,0.305144302,0.867078454,0.318288569
0.325478645,0.343887234,0.194257194,0.993783099,Walking,0.937054905,0.289333075,0.186747484,0.460349638,0.983673508,0.024337978
0.06921944,0.237281205,0.011850447,0.938368031,Car,0.57566041,0.012736878,0.016920065,0.306472609,0.852513104,0.285212907
0.048600884,0.346493487,0.051616202,0.994161238,Bus,0.969972994,0.069438896,0.031502317,0.472046547,0.43608976,0.199571418
0.005891016,0.268578442,0,0.316993431,Still,0,0,0,0,0,0
0.156111929,0.254008391,0.001502934,0.955589853,Car,0.731075414,0.010028475,0.016980953,0.118889733,0.391427844,0.155763058
0.010309278,0.268640615,0.262766387,0.994126923,Walking,0.978004281,0.339162724,0.31858162,0.760488136,0.809424735,0
0.050073638,0.221285204,0.006133576,0.994211129,Bus,0.611741988,0.009175438,0.040366656,0.328951688,0.88039791,0.13142508
0.079528719,0.242516918,0.043464406,0.970224801,Train,0.69186213,0.04707261,0.021020802,0.818107651,0.319634379,0
0.114874816,0.271118513,0,0.873419173,Bus,0,0,0,0,0,0
0.057437408,0.249479542,0.00414879,0,Bus,0.832386901,0.007625704,0.004848506,0.793561332,0.751927673,0.11576224
0.005891016,0.250051052,0.013285917,0,Bus,0.692497532,0.020747347,0.007208593,0.589395685,0.962768551,0.157951373
0.693667158,0.279527654,0.0013557,0.993751781,Train,0.988692784,0.010088927,0.00255274,0.506909559,0.993965878,0
0.016200295,0.242577531,0.00419453,0.754647023,Train,0.704986038,0.012106045,0.023737045,0.891232603,0.142876418,0
0.039764359,0.263205681,0.003693218,0.88602306,Train,0.462959819,0.006685933,0.017648557,0.833590986,0.207833286,0.835085804
0.304860088,0.2351729,0.001484494,0.571071945,Still,0.999964231,0.011489049,0.000481695,0.49873328,0.998894213,0
0.212076583,0.25046243,0.080634403,0.862334587,Bus,0.364069131,0.087737264,0.010125869,0.203208465,0.626558001,0.125668383
0,0.355038198,0.482380308,0.7205461,Walking,0.711466416,0.592301942,0.114586678,0.223021513,0.759892603,0
0.060382916,0.280034985,0.006280309,0.994017658,Train,0.992195082,0.014110492,0.008699559,0.552417473,0.990687397,0
0.050073638,0.230037768,0.004401381,0.8665047,Train,0.999999045,0.007656701,0.011938683,0.561900499,0.999965918,0.540034318
0.083946981,0.232013205,0.000379608,0.846234948,Still,0.672404794,0.012943012,0.001287942,0.285708181,0.820717055,0.000141568
0.172312224,0.197781378,0.171582218,0.994126923,Walking,0.761330456,0.376803981,0.191109482,0.283606495,0.825352613,0.019470382
0.027982327,0.463316417,0.234684383,0.816114748,Walking,0.98667262,0.380604943,0.195488502,0.555720607,0.83000856,0.024337978
0.032400589,0.37052303,0.102206448,0.901082143,Walking,0.820823431,0.145362745,0.148563598,0.792647617,0.722067613,0
0.160530191,0.217381361,0,0.477326157,Still,0,0,0,0,0,0
0.019145803,0.362152355,0.119720776,0.931594515,Walking,0.999999245,0.179879642,0.083416403,0.448948141,0.958543642,0.033878465
0.100147275,0.231852184,0.103130774,0.93157658,Walking,0.996130778,0.158426903,0.076280416,0.54270921,0.924454924,0.023364459
0.1089838,0.228924293,0.025507446,0.993305965,Bus,0.768290506,0.040300123,0.017737622,0.675171616,0.729039999,0
0.150220913,0.277883443,0.007998365,0.565589379,Still,0.991916709,0.015622984,0.008324609,0.567807219,0.991840698,0
0.039764359,0.249961675,0,0.642514363,Still,0,0,0.002429947,0.835254319,0,0
0.334315169,0.23102067,0,0.782907111,Car,0,0,0,0,0,0.068338915
0.019145803,0.242684375,0.003616987,0.792737273,Train,0.727921009,0.011317239,0.016722694,0.887754328,0.144042741,0
0.010309278,0.243894831,0,0.914962128,Car,0,0,0.047063315,0.513487238,0,0
0.217967599,0.263258649,0.005622932,0.994052012,Train,0.972796084,0.010341876,0.019839545,0.888970666,0.989308425,0
0.918998527,0.252167656,0.005081187,0.994550322,Car,0.922281194,0.011360639,0.01871044,0.115910645,0.397205368,0.311526116
0.197349043,0.134465923,0.090580726,0.851063007,Walking,0.999765362,0.169054973,0.232105874,0.61829727,0.807556503,0.023364459
0.106038292,0.261145303,0.082929781,0.966650927,Bus,0.91865362,0.15625472,0.047076725,0.542437041,0.978805259,0
0.269513991,0.271762726,0.116642384,0.939673912,Walking,0.989758338,0.164930063,0.145644279,0.596825083,0.791263192,0.029594981
0.481590574,0.239872132,0.002430551,0.69507894,Still,0.955019228,0.01436143,0.001835606,0.496846957,0.990241907,0
0.076583211,0.248329816,0.035970811,0.994148761,Bus,0.846525368,0.045327423,0.04579598,0.686808064,0.71423915,0
0.159057437,0.210527699,0.018285993,0.988700615,Bus,0.961867156,0.051812496,0.010427938,0.587574014,0.935485846,0
0.055964654,0.22526051,0.002061123,0.993952039,Train,0.87752223,0.009574344,0.009958271,0.099810098,0.344595479,0
0.245949926,0.242975743,0.000279534,0,Still,0.027576735,0.004184037,0.000960657,0.878103859,0.050266262,0
0.219440353,0.232054781,0,0.874262894,Car,0,0,0,0,0,0.056658463
0.072164948,0.249326306,0.027821601,0.994376207,Bus,0.711763329,0.067015675,0.005243375,0.579968244,0.996271889,0.092484316
0.014727541,0.262579866,0.041614345,0,Bus,0.68860565,0.060565575,0.020357774,0.37861494,0.945641494,0.048314219
0.067746686,0.185086628,0.015469592,0.871028762,Bus,0.99960391,0.020932311,0.043771791,0.527961087,0.953864363,0.151482709
0.235640648,0.244896795,0.000260779,0.509109802,Still,0.246916817,0.004503503,0.000462472,0.483425941,0.9881447,0
0.023564065,0.243836911,0.040085937,0.993973917,Bus,0.892105794,0.120603518,0.074042054,0.821460043,0.995018124,0
0.079528719,0.220172083,0,0.746072804,Train,0,0,0,0,0,0.929710752
0.089837997,0.247364561,0.011548281,0.772082305,Train,0.356096991,0.083669375,0.001909983,0.825214941,0.281466802,0
0.066273932,0.225568839,0.076540856,0,Walking,0.951829527,0.101304817,0.054331985,0.742298881,0.940095378,0
0.017673049,0.245579035,0.000482479,0.731054431,Still,0.373140645,0.020014589,0.002900055,0.628211525,0.811811536,3.44E-05
0.298969072,0.242894872,0.000279848,0,Still,0.045073272,0.004166887,0.000904792,0.877877464,0.051054752,0
0.036818851,0.250355571,0.013042996,0.908355762,Bus,0.734476614,0.010011923,0.035872032,0.708493516,0.700722841,0
0.609720177,0.279379314,0,0.650771992,Car,0,0,0,0,0,0
0.076583211,0.246624001,0.015619957,0.817911913,Car,0.908610825,0.092927812,0.046270919,0.689783518,0.900719246,0.145203471
0.546391753,0.244370626,0.003678361,0,Car,0.74901951,0.009836184,0.024639912,0.090148496,0.319856221,0.598714254
0.091310751,0.268004205,0.009972999,0.89386473,Walking,0.94148869,0.017174683,0.005066325,0.943375394,0.956737546,0.03309965
0.209131075,0.200068135,0.02299556,0.993952039,Bus,0.879327654,0.045776455,0.008312985,0.320679177,0.789380975,0
0,0.240990077,0.005179537,0.752400882,Car,0.478011696,0.009524251,0.002722938,0.323481564,0.440950244,0
0.095729013,0.22400361,0.004131629,0.99371732,Bus,0.870223066,0.00832262,0.006728843,0.945334735,0.97058394,0
0.198821797,0.261195469,0.005760732,0.994139281,Train,0.954160712,0.011254141,0.007073994,0.819168993,0.976601729,0
0.023564065,0.230415652,0.011444021,0.853395832,Car,0.946855781,0.0185265,0.031098367,0.713934935,0.718118678,0.168243807
0.076583211,0.263549681,0.117633944,0.891209094,Walking,0.973040102,0.175529974,0.207477373,0.783650413,0.784543982,0
0.559646539,0.283679349,0.066950529,0.994413544,Walking,0.737126037,0.113973984,0.03752735,0.751043324,0.913955985,0
0.188512518,0.257169614,0.186518055,0.992690366,Walking,0.86345494,0.20119516,0.177799714,0.426105147,0.971726524,0
0.081001473,0.25610389,0,0.743698898,Walking,0,0,0.013465041,0.665321975,0,0
0.114874816,0.211656463,0.025170153,0.994146273,Bus,0.901552711,0.038232809,0.028943156,0.636779876,0.771721635,0
0.104565538,0.256385039,0.001048863,0.985235416,Still,0.970408049,0.009717725,0.000717969,0.44782032,0.999004145,0
0.032400589,0.494443915,0.361798826,0,Walking,0.95899223,0.400304827,0.249864354,0.416665066,0.867024528,0
0.020618557,0.21631352,0.01117229,0.909457734,Car,0.822652336,0.013044017,0.230311851,0.2401904,0.749379887,0.224620999
0.078055965,0.218297038,0.002823345,0.960920163,Bus,0.667825174,0.009753458,0.001122184,0.835499213,0.720866025,0.155763058
0.159057437,0.243336803,0.000281647,0.543993019,Still,0.189234108,0.004527349,0.001650866,0.483166894,0.989238601,0
0.029455081,0.58149599,0.436770968,0,Walking,0.846326518,0.636504064,0.394267218,0.762191786,0.800516952,0.023996423
0.24005891,0.243382348,0.000301795,0,Still,0.025346198,0.004166106,0.001015063,0.878125216,0.050194392,0
0.138438881,0.246307755,0.01615401,0.992109044,Train,0.555008015,0.014135375,0.046246422,0.18734082,0.551389628,0
0.119293078,0.251490728,0.008690531,0.918558468,Car,0.703883083,0.010506699,0.036683594,0.874174335,0.478252801,0.079172396
0.661266568,0.243344529,0.00028092,0,Still,0.165354157,0.004225517,0.000995385,0.876380981,0.056276189,0
0.097201767,0.22383037,0.026695025,0.99389419,Bus,0.764773843,0.040007873,0.008912126,0.635042197,0.95286557,0.155763058
0.852724595,0.259783031,0.002454855,0.945759204,Car,0.328594431,0.010288061,0.006675629,0.094060454,0.329091939,0
0.365243004,0.242719838,0.000682329,0.58410513,Still,0.289131063,0.013916186,0.001005023,0.761443472,0.448387214,0.003829273
0.217967599,0.346251031,0.111971094,0.894605189,Walking,0.998554276,0.177136632,0.166113833,0.621299548,0.782827986,0.023364459
0.134020619,0.353647503,0.350779824,0.92511024,Walking,0,0,0.103712547,0.631737164,0.876114676,0
0.085419735,0.247073848,0.008032956,0.844487229,Bus,0.728962155,0.013785521,0.009605751,0.725708116,0.690608009,0.177006588
0.173784978,0.236386485,0.144945987,0.955876779,Train,0.855016378,0.434313755,0.011518444,0.478196733,0.72248395,0
0.282768778,0.25238741,0.012316042,0.99187936,Train,0.960286164,0.022947107,0.026711168,0.48541515,0.97448402,0
0.053019146,0.247038322,0.023702255,0.929668497,Car,0.562990109,0.08666673,0.006483632,0.134863528,0.422244291,0
0.030927835,0.386128886,0.196212435,0.993764297,Walking,0.887363259,0.44963577,0.156944213,0.395652463,0.996252925,0
0.1089838,0.303502922,0.195559936,0.969231609,Walking,0.947862611,0.29031945,0.098662243,0.565212479,0.826831623,0.014602787
0.055964654,0.257503022,0.014476262,0.994167476,Car,0.818257071,0.022390312,0.026315833,0.573065966,0.931652652,0.379672454
0.064801178,0.241008701,0.019543069,0.994376207,Bus,0.560945006,0.030446882,0.02396954,0.679213476,0.986455732,0.092484316
0.555228277,0.264358332,0.086666703,0.993673442,Train,0.889804215,0.113096195,0.075706216,0.703791338,0.690325564,0
0.430044183,0.244801973,0.000647314,0,Still,0.481327001,0.012352101,0.001331138,0.079501385,0.276380758,0.021230799
0.181148748,0.220432742,0.001510923,0.952781086,Bus,0.959258337,0.009512268,0.001953185,0.477657142,0.936004861,0
0.0544919,0.312252976,0.355736012,0,Walking,0,0,0.26879875,0.745326739,0.879428712,0
0.28718704,0.246881269,0.000387118,0.488129972,Still,0.447691133,0.012237499,0.000800502,0.400410362,0.987090333,9.51E-06
0.022091311,0.246602939,0.004148013,0.378162799,Still,0.711839788,0.018825938,0.013605537,0.146362913,0.491037021,0
0.014727541,0.244031566,0.065247859,0.874685093,Bus,0.656076356,0.044024516,0.026778518,0.697786364,0.795649652,0.089219489
0.083946981,0.188781122,0.002238632,0.739563342,Bus,0.993550319,0.004528953,0.034647938,0.543017048,0.959769699,0.151482709
0.038291605,0.255040637,0,0.820235433,Bus,0,0,0,0,0,0.034073169
0.017673049,0.276406657,0.003688052,0.840290571,Train,0.458321851,0.004795071,0.00769547,0.834513933,0.203855964,1
0.064801178,0.312216687,0.229516743,0.993742384,Walking,0.773105533,0.265261649,0.321305089,0.522704185,0.999707371,0.024337978
0.544918999,0.246958173,0.004144833,0.838576365,Still,0.530438742,0.013794485,0.003599348,0.234694699,0.724566695,0
0.017673049,0.232832626,0,0,Train,0,0,0,0,0,0
0.055964654,0.23869893,0.123870009,0.858564797,Walking,0.869960267,0.166437747,0.056689973,0.773679745,0.717803292,0
0.079528719,0.249578038,0.023709126,0.994111321,Car,0.506259138,0.033504915,0.023089533,0.177047432,0.557039018,0.345599285
0.089837997,0.244458071,0.008567061,0,Bus,0.589660008,0.012350085,0.015598395,0.299664388,0.848629023,0
0.050073638,0.241189128,0.040462569,0.993933283,Car,0.568870276,0.076156669,0.171770189,0.288953321,0.824894993,0.2190418
0.094256259,0.242768643,0.011347979,0.877571236,Car,0.991739545,0.019637365,0.016007652,0.360255911,0.943418702,0.187313664
0.169366716,0.221183192,0.038307531,0.972161336,Car,0.999733935,0.058354823,0.052477995,0.702046998,0.967330014,0.648894491
0.139911635,0.252625011,0.046313118,0.452091975,Car,0.273234993,0.036698515,0.021829981,0.691168223,0.657758523,0.027473165
0.125184094,0.215320489,0.030288391,0.994146273,Bus,0.88866172,0.057148566,0.0208614,0.603699381,0.792789086,0
0.058910162,0.250003831,0.005809577,0.985310233,Bus,0.92693308,0.014545122,0.019955056,0.816643962,0.977251439,0
0.038291605,0.232129112,0.002818733,0.913905687,Train,0.999949341,0.006259861,0.010772285,0.600477202,0.999882327,0.826149054
0.041237113,0.290100493,0,0.826531891,Walking,0,0,0,0,0,0.045920803
0.148748159,0.280863063,0.238479029,0.99323671,Walking,0.737666171,0.352601665,0.236313564,0.233260635,0.734992764,0.029205573
0.200294551,0.324804762,0,0,Walking,0,0,0.23666666,0.302365777,0,0
0.029455081,0.236156652,0.00231408,0,Train,0.997269866,0.004424696,0.00494076,0.661991677,0.714101963,0.60809966
0.00736377,0.238693792,0,0.739122149,Car,0,0,0,0,0,0
0.06185567,0.217550184,0.034123916,0.993837876,Bus,0.925411711,0.039966373,0.037340615,0.647714598,0.723828432,0
0.126656848,0.398442315,0.226366784,0.993745517,Walking,0.861245808,0.414146358,0.150933825,0.769151048,0.986113233,0.029205573
0.041237113,0.278073621,0.090478337,0.769698738,Car,0.951476032,0.135109517,0.014386897,0.443151686,0.886626186,0.309430596
0.326951399,0.244801973,0.000647314,0,Still,0.481327001,0.012352101,0.001331138,0.079501385,0.276380758,0.021230799
0.157584683,0.245895607,0,0.645651803,Still,0,0,0,0,0,0
0.079528719,0.267252068,0.04991594,0.994020781,Bus,0.966194295,0.083002166,0.120178388,0.398624552,0.96479974,0
0.483063328,0.280954968,0.003483596,0.993923903,Train,0.994517119,0.013083072,0.006738915,0.570002253,0.990992512,0
0.117820324,0.256753786,0.00105977,0.937725208,Still,0.969469194,0.009450144,0.000918725,0.447865721,0.99903594,0
0.466863034,0.439602499,0.228842605,0.993720435,Walking,0.843380196,0.51490162,0.196176218,0.671398164,0.99660526,0
0.148748159,0.243065728,0.005851075,0.966409822,Train,0.511633985,0.012087838,0.016440998,0.259988881,0.739125069,0
0,0.24925811,0.003536793,0,Train,0.996336799,0.006550129,0.010626642,0.162140473,0.323792464,0.582726889
0.083946981,0.615200986,0.250149969,0.993914522,Walking,0.761660311,0.359057574,0.287823692,0.8138326,0.776186749,0.019470382
0.139911635,0.23474047,0.006717537,0.897724065,Car,0.992018761,0.010301882,0.066105155,0.352856591,0.935097514,0.393134996
0.075110457,0.270755073,0.019657705,0.584767681,Still,0.838938953,0.482838493,0.001366235,0.254595881,0.459518246,0
0.004418262,0.265710672,0,0.69743401,Bus,0,0,0,0,0,0.136292676
0.122238586,0.324051405,0.017038831,0.81388468,Train,0,0,0.02879884,0.295328124,0.541905999,0
0.083946981,0.398322167,0.297034549,0.99339718,Walking,0.897069857,0.352110803,0.143751588,0.63615384,0.79279339,0.024337978
0.057437408,0.246341266,0.000330264,0,Still,0.229566409,0.00402833,0.002054558,0.550286303,0.934374662,0
0.64359352,0.243459102,0.000336932,0,Still,0.160378287,0.00421133,0.001037807,0.875266173,0.060169074,0
0,0.261440801,0,0.8308957,Bus,0,0,0,0,0,0
0.044182622,0.244383506,0.045825787,0.949035501,Car,0.759707946,0.057809937,0.080615361,0.720565993,0.948027184,0.594205439
0.036818851,0.241337688,0,0.917266151,Car,0,0,0.009374167,0.513397239,0,0
0.119293078,0.252299118,0.071794782,0.530281311,Still,0.910500965,0.080265387,0.013897454,0.325395459,0.907047688,5.17E-05
0.253313697,0.281023053,0.001105558,0.784465165,Still,0.990710552,0.009584104,0.000787194,0.558769706,0.996812121,0
0.023564065,0.241259578,0.003277013,0,Bus,0.367929867,0.006525367,0.008324517,0.329011201,0.909272926,0
0.035346097,0.244893969,0,0,Train,0,0,0,0,0,0.515965129
0.145802651,0.19412225,0.094928018,0.923433128,Walking,0.98260304,0.131648475,0.225034791,0.592739212,0.784444497,0.023364459
0.045655376,0.279597981,0.00615991,0.993698518,Train,0.995902105,0.01016658,0.013134524,0.786293144,0.989957281,0
0.064801178,0.620847881,0.241766187,0.993861349,Walking,0.703493188,0.322911863,0.162879095,0.689886593,0.894080177,0.019470382
0.212076583,0.236922456,0,0.796997226,Car,0,0,0,0,0,0.071155052
0.011782032,0.218623803,0.039163346,0.993980167,Bus,0.729079029,0.058001008,0.069823857,0.322523137,0.857213794,0.13142508
0.419734904,0.261005203,0.001192635,0.881616557,Still,0.961964101,0.010927286,0.001080263,0.496157313,0.972314391,0
0.27982327,0.243172516,0.000281152,0,Still,0.038619249,0.004201492,0.000944053,0.878531449,0.048756365,0
0.085419735,0.2409783,0,0.728520669,Bus,0,0,0,0,0,0.017036584
0.175257732,0.250340837,0.002530731,0.415255798,Still,0.996173791,0.017762425,0.001255881,0.791439303,0.38643908,0.016762943
0.549337261,0.279927603,0,0.6942439,Car,0,0,0,0,0,0
0.104565538,0.221689794,0.002054638,0.993873863,Bus,0.810662294,0.009988389,0.002134193,0.977081765,0.980860405,0
0.020618557,0.258359437,0.0027742,0.990532297,Train,0.981285576,0.009378007,0.004153637,0.454311385,0.997005042,0
0.114874816,0.215704763,0,0.297296314,Still,0,0,0,0,0,0
0.188512518,0.260760143,0.001726637,0.950514955,Car,0.525277483,0.004703585,0.017179654,0.62785955,0.881184557,0.173358072
0.097201767,0.243215361,0,0.755279275,Walking,0,0,0.01866478,0.819023579,0,0
0.24742268,0.22864113,0,0.803370952,Car,0,0,0,0,0,0.068338915
0.285714286,0.304828543,0,0,Walking,0,0,0.449461423,0.872098579,0,0
0.463917526,0.243439477,0.000315039,0,Still,0.102658533,0.004213028,0.001041162,0.875018237,0.061017761,0
0.086892489,0.240044981,0.001272664,0.668436858,Still,0.398690625,0.013846499,0.002777304,0.722880155,0.666070537,0
0.213549337,0.244368253,0.000348741,0,Still,0.666884568,0.004154591,0.00074618,0.184399378,0.597200128,0
0.055964654,0.210063798,0.037318369,0.990044665,Bus,0.675305193,0.047779226,0.034927473,0.535995506,0.794353764,0.146027867
0.079528719,0.200272188,0.039800683,0.994148761,Bus,0.802845239,0.048579792,0.04039124,0.777409463,0.702334878,0
0.025036819,0.247444663,0,0.725969062,Still,0,0,0.002500395,0.83500284,0,0
0.216494845,0.27149361,0.138877079,0.993346866,Walking,0.837620134,0.305717852,0.101648749,0.290779232,0.773389907,0.019470382
0.097201767,0.240557043,0.001440367,0.769904815,Car,0.110837187,0.004277165,0.006621118,0.185896709,0.609004443,0
0.035346097,0.23148158,0.007805276,0,Train,0.508809776,0.012285903,0.012711352,0.202476582,0.647153011,0.810463827
0.129602356,0.225412596,0.001150591,0.777127063,Still,0.725361995,0.008389713,0.000880422,0.343904816,0.93573148,0
0.460972018,0.260908352,0.001051705,0.993723587,Still,0.960891145,0.010982911,0.000812669,0.496204938,0.97153145,0
0.066273932,0.235976836,0.001263801,0.960977433,Still,0.96139327,0.009611817,0.000930709,0.904584198,0.857788332,0
0.462444772,0.260538023,0.001128513,0.993723587,Still,0.960894356,0.010591314,0.000691966,0.496189138,0.971500238,0
0.303387334,0.223208022,0.050082334,0.994036398,Car,0.62491223,0.054468929,0.054919753,0.756845224,0.656746332,0.598714254
0.119293078,0.205185588,0.021484892,0.993908268,Bus,0.721459903,0.039947151,0.036163924,0.390037859,0.995022784,0.014602787
0.36377025,0.244801973,0.000647314,0,Still,0.481327001,0.012352101,0.001331138,0.079501385,0.276380758,0.021230799
0.156111929,0.206824947,0.277496995,0.993814407,Walking,0.977006369,0.352369831,0.342138843,0.47342973,0.965794651,0.034073169
0.340206186,0.404863882,0.242705932,0.993642089,Walking,0.961182377,0.36686176,0.243048749,0.492634723,0.977822826,0.024337978
0.042709867,0.26316103,0,0.857395382,Walking,0,0,0,0,0,0.045920803
0.278350515,0.246737502,0.000275355,0.545654846,Still,0.335390268,0.019372769,0.00102045,0.483931118,0.990591068,8.93E-06
0.136966127,0.260274078,0.011894521,0.93933807,Car,0.787664817,0.01395864,0.017754695,0.249318097,0.774086688,0.242763307
0.050073638,0.229573214,0.007310945,0.990044665,Bus,0.698108643,0.017391486,0.005087315,0.89597525,0.841004658,0.243379778
0.026509573,0.475800596,0.123720723,0.855079258,Walking,0.953825539,0.162377283,0.118894796,0.742694237,0.787853863,0
0.820324006,0.243872606,0.000302631,0,Still,0.204622029,0.004115861,0.001210615,0.875069923,0.060861936,0
0.100147275,0.238079394,0.001888962,0.75979201,Train,0.37087605,0.011312346,0.005568826,0.823383547,0.285314447,0
0.098674521,0.168840679,0.020918077,0.882433438,Bus,0.992439601,0.03472813,0.051598267,0.594114284,0.958252283,0
0.023564065,0.232343655,0.008972101,0,Train,0.506349564,0.013859885,0.01441547,0.179044317,0.585155988,0.810463827
0.030927835,0.243347295,0.000338865,0,Still,0.987502538,0.004463122,0.001100251,0.25369783,0.77877982,0
0.176730486,0.221322094,0.003308312,0.96247628,Bus,0.957968066,0.008222705,0.002396848,0.470558734,0.925766739,0
0.599410898,0.243120986,0.000296877,0,Still,0.149783618,0.00419638,0.000924026,0.875005731,0.061067605,0
0.027982327,0.270234901,0.007453954,0.713768496,Car,0.856604251,0.012847824,0.011861576,0.430621258,0.89966217,0.46047454
0.139911635,0.256502733,0.002016562,0.767654519,Car,0.603790559,0.005184534,0.01177994,0.584618694,0.94126205,0.128056042
0.030927835,0.250973031,0.032180313,0,Bus,0.675055187,0.046814232,0.035684457,0.518167526,0.991154452,0.126108934
0.005891016,0.260596896,0.003605255,0.993883248,Train,0.976313852,0.009429409,0.005335344,0.888062652,0.984300675,0
0.086892489,0.21557407,0.060825946,0.993812835,Bus,0.918917488,0.085138933,0.066302864,0.835357752,0.352499983,0.034073169
0.044182622,0.241039016,0.036296834,0.994026911,Bus,0.832904123,0.055200531,0.035134723,0.103644129,0.353736766,0.199571418
0.300441826,0.275294286,0.001899639,0.81130984,Still,0.981577305,0.010142482,0.00271843,0.587602515,0.987608185,0
0.512518409,0.271363451,0.1653345,0.994559641,Walking,0.972866181,0.308472275,0.02563374,0.611408602,0.827196075,0
0.587628866,0.278731416,0.001906193,0.982886659,Train,0.985952511,0.010224139,0.005029323,0.506231115,0.991501723,0
0.055964654,0.239221036,0,0.989940436,Walking,0,0,0.030905714,0.871549837,0,0
0.005891016,0.24890785,0.009884327,0.589281982,Still,0.251571675,0.011536896,0.011200485,0.461913848,0.998733481,0
0.13107511,0.226952105,0.001266995,0.989705509,Train,0.84238695,0.01036392,0.004105026,0.105907733,0.363376745,0
0.072164948,0.234916312,0.016388258,0,Still,0.471457214,0.034034667,0.000930816,0.602882234,0.919686218,0
0.078055965,0.263922226,0,0.841426809,Car,0,0,0,0,0,0.092484316
0.066273932,0.232062959,0.12712736,0.911777227,Walking,0.998145287,0.122941046,0.217285518,0.485635771,0.945662631,0.022001532
0.446244477,0.253249429,0.284822473,0.993547967,Walking,0.884298349,0.454249927,0.199815075,0.536120709,0.779200252,0.014602787
0.516936672,0.260546682,0.018510854,0.994419765,Still,0.946239706,0.039898186,0.008076128,0.436095555,0.999985484,0
0.516936672,0.244671554,0.000682329,0.682482667,Still,0.917922936,0.01250679,0.000782955,0.864907059,0.09632954,2.24E-05
0.023564065,0.26687022,0.027085795,0.993942661,Bus,0.998938558,0.090245361,0.051241375,0.770736467,0.519222309,0
0.016200295,0.238386537,0.005688408,0,Train,0.491141496,0.009591241,0.006149249,0.645203241,0.849391925,0
0.008836524,0.272071659,0.060058828,0.755436482,Car,0.58044143,0.074570335,0.027619444,0.75950364,0.582911997,0.110506808
0.035346097,0.261013216,0.033122063,0.866103999,Walking,0.994516592,0.038993337,0.007515646,0.429022293,0.997417204,0.029400277
0.18556701,0.242763247,0.00028468,0,Still,0.008116355,0.004232185,0.000912783,0.87868183,0.048213251,0
0.06185567,0.224683516,0.000978376,0.934919701,Train,0.729183345,0.009140562,0.000888873,0.106918418,0.36893343,0
0.032400589,0.207146407,0.014396204,0.803461602,Bus,0.996133125,0.021298633,0.046933076,0.730572152,0.988600152,0.151869106
0.303387334,0.234526767,0.004061677,0.571071945,Still,0.999831882,0.026475506,0.01575895,0.498084527,0.998894213,0
0.020618557,0.277395361,0.409893408,0.745904087,Walking,0.723092617,0.53953949,0.214147078,0.648996775,0.89660102,0.02357826
0.104565538,0.346866687,0.221175745,0.990851855,Walking,0.962829844,0.267278113,0.167604204,0.416629972,0.955384682,0.014602787
0.184094256,0.236303568,0.024793656,0.865891185,Still,0.99940608,0.027096084,0.002309493,0.802279029,0.631555616,0.016762943
0.086892489,0.249917936,0.021248808,0.839795036,Car,0.624082025,0.053974564,0.014291923,0.864823607,0.473678388,0.235396571
0.019145803,0.255178781,0.035027006,0.901801861,Car,0.712554428,0.038684198,0.106350581,0.872639648,0.557336299,0.13561168
0.478645066,0.25426052,0.002223895,0.947467069,Still,0.934532524,0.010400594,0.003096238,0.448106534,0.998755426,0
0.016200295,0.226146967,0.153227432,0.994183068,Walking,0.98418777,0.244756415,0.128388438,0.492229402,0.944830244,0.024337978
0.147275405,0.21974434,0.023494462,0.99422048,Bus,0.634271639,0.041209988,0.094091936,0.404596014,0.96694915,0.13142508
0.088365243,0.266144758,0.00348088,0.993801885,Train,0.992514465,0.011470923,0.003430427,0.806786386,0.96885504,0
0.407952872,0.276937466,0.00309759,0.993842575,Train,0.995427201,0.008279513,0.008540645,0.808833252,0.988760107,0
